,geolocation_zip_code_prefix,geolocation_city,geolocation_state,geolocation_lat,geolocation_lng,geometry
36,1019,sao paulo,SP,-23.55178952714286,-46.63088023238096,POINT (-46.63088023238096 -23.55178952714286)
37,1019,são paulo,SP,-23.55169334,-46.63096242500001,POINT (-46.63096242500001 -23.55169334)
38,1020,sao paulo,SP,-23.552344067580652,-46.630082894677386,POINT (-46.63008289467739 -23.55234406758065)
39,1020,são paulo,SP,-23.5522051975,-46.62953536,POINT (-46.62953536 -23.5522051975)
40,1021,sao paulo,SP,-23.543027524761904,-46.632122401428575,POINT (-46.63212240142857 -23.5430275247619)
41,1021,são paulo,SP,-23.54271627,-46.632361975,POINT (-46.632361975 -23.54271627)
42,1022,sao paulo,SP,-23.544934770625005,-46.631854276874996,POINT (-46.631854276875 -23.54493477062501)
43,1022,são paulo,SP,-23.54471474,-46.63316427,POINT (-46.63316427 -23.54471474)
44,1023,sao paulo,SP,-23.542156640000005,-46.63126734466667,POINT (-46.63126734466667 -23.54215664000001)
45,1023,são paulo,SP,-23.542853219999998,-46.631691586,POINT (-46.631691586 -23.54285322)
46,1024,sao paulo,SP,-23.541406195999997,-46.629905966,POINT (-46.629905966 -23.541406196)
47,1024,são paulo,SP,-23.54138952,-46.62989909,POINT (-46.62989909 -23.54138952)
48,1025,sao paulo,SP,-23.540338850999998,-46.630757116,POINT (-46.630757116 -23.540338851)
49,1025,são paulo,SP,-23.540198134,-46.631269947999996,POINT (-46.631269948 -23.540198134)
50,1026,sao paulo,SP,-23.539675716764712,-46.63179955352941,POINT (-46.63179955352941 -23.53967571676471)
51,1026,são paulo,SP,-23.53953071,-46.632459902,POINT (-46.632459902 -23.53953071)
52,1027,sao paulo,SP,-23.538103121363637,-46.63080096318181,POINT (-46.63080096318181 -23.53810312136364)
53,1027,são paulo,SP,-23.538006086666666,-46.630183615,POINT (-46.630183615 -23.53800608666667)
54,1028,sao paulo,SP,-23.53588646692307,-46.63379347769229,POINT (-46.63379347769229 -23.53588646692307)
55,1028,são paulo,SP,-23.5360822825,-46.632780555000004,POINT (-46.632780555 -23.5360822825)
56,1029,sao paulo,SP,-23.541952968571426,-46.633471137142855,POINT (-46.63347113714286 -23.54195296857143)
57,1029,são paulo,SP,-23.53731362,-46.63302995,POINT (-46.63302995 -23.53731362)
58,1030,sao paulo,SP,-23.539722581666673,-46.63299944055556,POINT (-46.63299944055556 -23.53972258166667)
59,1030,são paulo,SP,-23.538769487499998,-46.633130405,POINT (-46.633130405 -23.5387694875)
60,1031,sao paulo,SP,-23.54180530068966,-46.63503792999998,POINT (-46.63503792999998 -23.54180530068966)
61,1031,são paulo,SP,-23.543363895,-46.63580808,POINT (-46.63580808 -23.543363895)
62,1032,sao paulo,SP,-23.54015004421051,-46.63518414263158,POINT (-46.63518414263158 -23.54015004421051)
63,1032,são paulo,SP,-23.539985551428572,-46.63524458285714,POINT (-46.63524458285714 -23.53998555142857)
64,1033,sao paulo,SP,-23.539158158837207,-46.63581069325583,POINT (-46.63581069325583 -23.53915815883721)
65,1033,são paulo,SP,-23.54048918,-46.636602545,POINT (-46.636602545 -23.54048918)
66,1034,sao paulo,SP,-23.542532350416664,-46.63740017458334,POINT (-46.63740017458334 -23.54253235041666)
67,1034,são paulo,SP,-23.54210654,-46.63658203,POINT (-46.63658203 -23.54210654)
68,1035,sao paulo,SP,-23.541667662777783,-46.64145402222222,POINT (-46.64145402222222 -23.54166766277778)
69,1035,são paulo,SP,-23.540976423333333,-46.64269059666666,POINT (-46.64269059666666 -23.54097642333333)
70,1036,sao paulo,SP,-23.541616569459475,-46.64149852054056,POINT (-46.64149852054056 -23.54161656945947)
71,1036,são paulo,SP,-23.54282808,-46.63939931,POINT (-46.63939931 -23.54282808)
72,1037,sao paulo,SP,-23.54553519,-46.63900720681818,POINT (-46.63900720681818 -23.54553519)
73,1037,são paulo,SP,-23.54472805,-46.6384687775,POINT (-46.6384687775 -23.54472805)
74,1038,sao paulo,SP,-23.54390737888889,-46.63999380555556,POINT (-46.63999380555556 -23.54390737888889)
75,1039,sao paulo,SP,-23.54145707222222,-46.63928740499999,POINT (-46.63928740499999 -23.54145707222222)
76,1039,são paulo,SP,-23.53981902,-46.6369672,POINT (-46.6369672 -23.53981902)
77,1040,sao paulo,SP,-23.540955308181818,-46.63823600090909,POINT (-46.63823600090909 -23.54095530818182)
78,1040,são paulo,SP,-23.541295379999998,-46.63864990666667,POINT (-46.63864990666667 -23.54129538)
79,1041,sao paulo,SP,-23.543891921,-46.640058124,POINT (-46.640058124 -23.543891921)
80,1041,são paulo,SP,-23.543955252,-46.639999934,POINT (-46.639999934 -23.543955252)
81,1042,sao paulo,SP,-23.544797838333338,-46.64049096633333,POINT (-46.64049096633333 -23.54479783833334)
82,1042,são paulo,SP,-23.545018284,-46.640168923,POINT (-46.640168923 -23.545018284)
83,1043,sao paulo,SP,-23.54532176857143,-46.64185127428572,POINT (-46.64185127428572 -23.54532176857143)
84,1043,são paulo,SP,-23.546284251666666,-46.64109552,POINT (-46.64109552 -23.54628425166667)
85,1044,sao paulo,SP,-23.545639524117654,-46.64141929941177,POINT (-46.64141929941177 -23.54563952411765)
86,1044,são paulo,SP,-23.54489638,-46.64201998,POINT (-46.64201998 -23.54489638)
87,1045,sao paulo,SP,-23.542332874848487,-46.642490299999984,POINT (-46.64249029999998 -23.54233287484849)
88,1045,são paulo,SP,-23.542482770000003,-46.64293043,POINT (-46.64293043 -23.54248277)
89,1046,sao paulo,SP,-23.545920761120016,-46.643993585600015,POINT (-46.64399358560001 -23.54592076112002)
90,1046,são paulo,SP,-23.546002533749995,-46.644028243125,POINT (-46.644028243125 -23.54600253374999)
91,1047,sao paulo,SP,-23.546173585263162,-46.641020663947366,POINT (-46.64102066394737 -23.54617358526316)
92,1047,são paulo,SP,-23.546320797499998,-46.6415117375,POINT (-46.6415117375 -23.5463207975)
93,1048,sao paulo,SP,-23.547124531538454,-46.63986553282051,POINT (-46.63986553282051 -23.54712453153845)
94,1048,são paulo,SP,-23.547024713999996,-46.639639732,POINT (-46.639639732 -23.547024714)
95,1049,sao paulo,SP,-23.546972181999998,-46.63909457350001,POINT (-46.63909457350001 -23.546972182)
96,1049,são paulo,SP,-23.54779231,-46.64058831,POINT (-46.64058831 -23.54779231)
97,1050,sao paulo,SP,-23.549221519885055,-46.642976877931055,POINT (-46.64297687793105 -23.54922151988506)
98,1050,são paulo,SP,-23.549273496000005,-46.64333970999999,POINT (-46.64333970999999 -23.549273496)
99,1101,sao paulo,SP,-23.528286863333335,-46.63195753333333,POINT (-46.63195753333333 -23.52828686333334)
100,1102,sao paulo,SP,-23.526008944999994,-46.63041279299999,POINT (-46.63041279299999 -23.52600894499999)
101,1102,são paulo,SP,-23.524321308571434,-46.62992947142857,POINT (-46.62992947142857 -23.52432130857143)
102,1103,sao paulo,SP,-23.53536768194445,-46.630399152222225,POINT (-46.63039915222222 -23.53536768194445)
103,1103,são paulo,SP,-23.536375315,-46.6293153625,POINT (-46.6293153625 -23.536375315)
104,1104,sao paulo,SP,-23.534993638666666,-46.6291947,POINT (-46.6291947 -23.53499363866667)
105,1104,são paulo,SP,-23.5347966375,-46.63097923,POINT (-46.63097923 -23.5347966375)
106,1105,sao paulo,SP,-23.534077647857142,-46.62900014571428,POINT (-46.62900014571428 -23.53407764785714)
107,1105,são paulo,SP,-23.53432265,-46.63016315,POINT (-46.63016315 -23.53432265)
108,1106,sao paulo,SP,-23.530256563888887,-46.628152741666675,POINT (-46.62815274166667 -23.53025656388889)
109,1106,são paulo,SP,-23.530059729999998,-46.6285295875,POINT (-46.6285295875 -23.53005973)
110,1107,sao paulo,SP,-23.525891660714287,-46.63002075285714,POINT (-46.63002075285714 -23.52589166071429)
111,1107,são paulo,SP,-23.526637341999997,-46.628383467999996,POINT (-46.628383468 -23.526637342)
112,1108,sao paulo,SP,-23.5272321725,-46.63035442,POINT (-46.63035442 -23.5272321725)
113,1109,sao paulo,SP,-23.524586618399997,-46.62697410319999,POINT (-46.62697410319999 -23.5245866184)
114,1109,são paulo,SP,-23.52481631,-46.627748946,POINT (-46.627748946 -23.52481631)
115,1120,sao paulo,SP,-23.529910761388884,-46.63965264305555,POINT (-46.63965264305555 -23.52991076138888)
116,1120,são paulo,SP,-23.531295492500004,-46.638875865,POINT (-46.638875865 -23.5312954925)
117,1121,sao paulo,SP,-23.52795982378377,-46.635348177297296,POINT (-46.6353481772973 -23.52795982378377)
118,1121,são paulo,SP,-23.52729215666667,-46.634694171666666,POINT (-46.63469417166667 -23.52729215666667)
119,1122,sao paulo,SP,-23.531152068032778,-46.63828440950819,POINT (-46.63828440950819 -23.53115206803278)
120,1122,são paulo,SP,-23.531037043571427,-46.638500931428574,POINT (-46.63850093142857 -23.53103704357143)
121,1123,sao paulo,SP,-23.529094751304353,-46.636684808043476,POINT (-46.63668480804348 -23.52909475130435)
122,1123,são paulo,SP,-23.52962317714286,-46.635909385714285,POINT (-46.63590938571429 -23.52962317714286)
123,1124,sao paulo,SP,-23.528237983793097,-46.632954805862084,POINT (-46.63295480586208 -23.5282379837931)
124,1124,são paulo,SP,-23.528172658000003,-46.633503129,POINT (-46.633503129 -23.528172658)
125,1125,sao paulo,SP,-23.527185804000002,-46.64025560766665,POINT (-46.64025560766665 -23.527185804)
126,1125,são paulo,SP,-23.527904330000002,-46.639616620000005,POINT (-46.63961662000001 -23.52790433)
127,1126,sao paulo,SP,-23.527151094193542,-46.63926133419355,POINT (-46.63926133419355 -23.52715109419354)
128,1126,são paulo,SP,-23.526192909999995,-46.63803113,POINT (-46.63803113 -23.52619291)
129,1127,sao paulo,SP,-23.525673342058816,-46.64171918852941,POINT (-46.64171918852941 -23.52567334205882)
130,1127,são paulo,SP,-23.524389749999997,-46.64089451666666,POINT (-46.64089451666666 -23.52438975)
131,1128,sao paulo,SP,-23.523790445000007,-46.64256298653846,POINT (-46.64256298653846 -23.52379044500001)
132,1128,são paulo,SP,-23.5237626475,-46.63991307500001,POINT (-46.63991307500001 -23.5237626475)
133,1129,sao paulo,SP,-23.5241739109375,-46.645094455625006,POINT (-46.64509445562501 -23.5241739109375)
134,1129,são paulo,SP,-23.523561273749998,-46.64498738499999,POINT (-46.64498738499999 -23.52356127375)
135,1130,sao paulo,SP,-23.52497812428572,-46.644915096428576,POINT (-46.64491509642858 -23.52497812428572)
136,1130,são paulo,SP,-23.523455980000005,-46.64506828333333,POINT (-46.64506828333333 -23.52345598)
137,1131,sao paulo,SP,-23.522366124400005,-46.64241219060002,POINT (-46.64241219060002 -23.5223661244)
138,1131,são paulo,SP,-23.52243645833333,-46.6460064175,POINT (-46.6460064175 -23.52243645833333)
139,1132,sao paulo,SP,-23.521561385999988,-46.648755492,POINT (-46.648755492 -23.52156138599999)
140,1132,são paulo,SP,-23.521432357142857,-46.64865794714285,POINT (-46.64865794714285 -23.52143235714286)
141,1133,sao paulo,SP,-23.52161557333333,-46.65221301666667,POINT (-46.65221301666667 -23.52161557333333)
142,1133,são paulo,SP,-23.519232993333333,-46.6544316,POINT (-46.6544316 -23.51923299333333)
143,1134,sao paulo,SP,-23.518920860625,-46.652650436562496,POINT (-46.6526504365625 -23.518920860625)
144,1134,são paulo,SP,-23.51867681,-46.65311591,POINT (-46.65311591 -23.51867681)
145,1135,sao paulo,SP,-23.52650858781251,-46.65072870046875,POINT (-46.65072870046875 -23.52650858781251)
146,1135,são paulo,SP,-23.525220800000007,-46.651705556190464,POINT (-46.65170555619046 -23.52522080000001)
147,1136,sao paulo,SP,-23.523967293548388,-46.661255844516134,POINT (-46.66125584451613 -23.52396729354839)
148,1136,são paulo,SP,-23.524073837142854,-46.66177430142857,POINT (-46.66177430142857 -23.52407383714285)
149,1137,sao paulo,SP,-23.523015584999996,-46.65274135590908,POINT (-46.65274135590908 -23.523015585)
150,1137,são paulo,SP,-23.522400195,-46.652995896250005,POINT (-46.65299589625 -23.522400195)
151,1138,sao paulo,SP,-23.522430131749992,-46.65534526925005,POINT (-46.65534526925005 -23.52243013174999)
152,1138,são paulo,SP,-23.522627125,-46.65464479,POINT (-46.65464479 -23.522627125)
153,1139,sao paulo,SP,-23.520724805952398,-46.6656348796429,POINT (-46.6656348796429 -23.5207248059524)
154,1139,são paulo,SP,-23.520725584,-46.66721615799999,POINT (-46.66721615799999 -23.520725584)
155,1140,sao paulo,SP,-23.520397904871793,-46.66923650564103,POINT (-46.66923650564103 -23.52039790487179)
156,1140,são paulo,SP,-23.520754630000003,-46.669242352,POINT (-46.669242352 -23.52075463)
157,1141,sao paulo,SP,-23.520321792345687,-46.66639840456793,POINT (-46.66639840456793 -23.52032179234569)
158,1141,são paulo,SP,-23.520248413999997,-46.66665829133334,POINT (-46.66665829133334 -23.520248414)
159,1142,sao paulo,SP,-23.51993431,-46.62513002,POINT (-46.62513002 -23.51993431)
160,1142,são paulo,SP,-23.51993431,-46.62513002,POINT (-46.62513002 -23.51993431)
161,1144,sao paulo,SP,-23.523562218076922,-46.67237858653846,POINT (-46.67237858653846 -23.52356221807692)
162,1144,são paulo,SP,-23.523846600000002,-46.67362071,POINT (-46.67362071 -23.5238466)
163,1150,sao paulo,SP,-23.53290980803922,-46.65839291647059,POINT (-46.65839291647059 -23.53290980803922)
164,1150,são paulo,SP,-23.533504,-46.65637201749999,POINT (-46.65637201749999 -23.533504)
165,1151,sao paulo,SP,-23.53170516666668,-46.65620675080462,POINT (-46.65620675080462 -23.53170516666668)
166,1151,são paulo,SP,-23.531295852500005,-46.65673464,POINT (-46.65673464 -23.5312958525)
167,1152,sao paulo,SP,-23.52966952621622,-46.65559948486487,POINT (-46.65559948486487 -23.52966952621622)
168,1152,são paulo,SP,-23.53060909909091,-46.65418980454546,POINT (-46.65418980454546 -23.53060909909091)
169,1153,sao paulo,SP,-23.52983108217822,-46.65358914811884,POINT (-46.65358914811884 -23.52983108217822)
170,1153,são paulo,SP,-23.530560599375,-46.653296208124985,POINT (-46.65329620812498 -23.530560599375)
171,1154,sao paulo,SP,-23.530428328545458,-46.65943258181815,POINT (-46.65943258181815 -23.53042832854546)
172,1154,são paulo,SP,-23.531073733636358,-46.658611314545446,POINT (-46.65861131454545 -23.53107373363636)
173,1155,sao paulo,SP,-23.529018637142855,-46.66330209457147,POINT (-46.66330209457147 -23.52901863714285)
174,1155,são paulo,SP,-23.529418086363638,-46.663433588181825,POINT (-46.66343358818182 -23.52941808636364)
175,1156,sao paulo,SP,-23.528969312763138,-46.66633656210527,POINT (-46.66633656210527 -23.52896931276314)
176,1156,são paulo,SP,-23.528717741666668,-46.66686236166668,POINT (-46.66686236166668 -23.52871774166667)
177,1189,sao paulo,SP,-23.53210826,-46.638394700000006,POINT (-46.63839470000001 -23.53210826)
178,1200,sao paulo,SP,-23.53156777,-46.64986908,POINT (-46.64986908 -23.53156777)
179,1201,sao paulo,SP,-23.53604488301586,-46.64950648666668,POINT (-46.64950648666668 -23.53604488301586)
180,1201,são paulo,SP,-23.53687924666667,-46.65023036666667,POINT (-46.65023036666667 -23.53687924666667)
181,1202,sao paulo,SP,-23.53377174094118,-46.64828306294117,POINT (-46.64828306294117 -23.53377174094118)
182,1202,são paulo,SP,-23.533624526190472,-46.64826987428571,POINT (-46.64826987428571 -23.53362452619047)
183,1203,sao paulo,SP,-23.5360797736,-46.64521380459999,POINT (-46.64521380459999 -23.5360797736)
184,1203,são paulo,SP,-23.534525700000003,-46.646371455,POINT (-46.646371455 -23.5345257)
185,1204,sao paulo,SP,-23.53594981548387,-46.64412435838708,POINT (-46.64412435838708 -23.53594981548387)
186,1204,são paulo,SP,-23.53618229,-46.643936881428566,POINT (-46.64393688142857 -23.53618229)
187,1205,sao paulo,SP,-23.53570790238095,-46.643261271904784,POINT (-46.64326127190478 -23.53570790238095)
188,1205,são paulo,SP,-23.53854581875,-46.64101628625001,POINT (-46.64101628625001 -23.53854581875)
189,1206,sao paulo,SP,-23.535207596818182,-46.6432838818182,POINT (-46.6432838818182 -23.53520759681818)
190,1206,são paulo,SP,-23.537667927499996,-46.64153949625,POINT (-46.64153949625 -23.5376679275)
191,1207,sao paulo,SP,-23.53908798190476,-46.63871834619047,POINT (-46.63871834619047 -23.53908798190476)
192,1207,são paulo,SP,-23.539359472,-46.63851934200001,POINT (-46.63851934200001 -23.539359472)
193,1208,sao paulo,SP,-23.538568596129032,-46.63910326870965,POINT (-46.63910326870965 -23.53856859612903)
194,1208,são paulo,SP,-23.539016611250002,-46.6385123,POINT (-46.6385123 -23.53901661125)
195,1209,sao paulo,SP,-23.540777185217387,-46.64171186231883,POINT (-46.64171186231883 -23.54077718521739)
196,1209,são paulo,SP,-23.5402241625,-46.64084161333334,POINT (-46.64084161333334 -23.5402241625)
197,1210,sao paulo,SP,-23.540078285555552,-46.64212115749997,POINT (-46.64212115749997 -23.54007828555555)
198,1210,são paulo,SP,-23.539688835,-46.6418226925,POINT (-46.6418226925 -23.539688835)
199,1211,sao paulo,SP,-23.537676253404257,-46.648675717659586,POINT (-46.64867571765959 -23.53767625340426)
200,1211,são paulo,SP,-23.537108085999996,-46.64960016799999,POINT (-46.64960016799999 -23.537108086)
201,1212,sao paulo,SP,-23.538663132631584,-46.63992520263158,POINT (-46.63992520263158 -23.53866313263158)
202,1212,são paulo,SP,-23.5373312875,-46.63822903,POINT (-46.63822903 -23.5373312875)
203,1213,sao paulo,SP,-23.53650149478261,-46.64036116347825,POINT (-46.64036116347825 -23.53650149478261)
204,1214,sao paulo,SP,-23.53878990081633,-46.64519625428569,POINT (-46.64519625428569 -23.53878990081633)
205,1214,são paulo,SP,-23.539057248333336,-46.64537009333333,POINT (-46.64537009333333 -23.53905724833334)
206,1215,sao paulo,SP,-23.536107770212755,-46.64744541234041,POINT (-46.64744541234041 -23.53610777021276)
207,1215,são paulo,SP,-23.536517727499998,-46.64810847375,POINT (-46.64810847375 -23.5365177275)
208,1216,sao paulo,SP,-23.53321747439024,-46.64797476951221,POINT (-46.64797476951221 -23.53321747439024)
209,1216,são paulo,SP,-23.532601155714286,-46.64700816857144,POINT (-46.64700816857144 -23.53260115571429)
210,1217,sao paulo,SP,-23.53276691437499,-46.64890225562502,POINT (-46.64890225562502 -23.53276691437499)
211,1217,são paulo,SP,-23.532132642000004,-46.648796335,POINT (-46.648796335 -23.532132642)
212,1218,sao paulo,SP,-23.53133710622641,-46.64840031962266,POINT (-46.64840031962266 -23.53133710622641)
213,1218,são paulo,SP,-23.530893852307692,-46.64801864461539,POINT (-46.64801864461539 -23.53089385230769)
214,1219,sao paulo,SP,-23.54123673159091,-46.645707594772716,POINT (-46.64570759477272 -23.54123673159091)
215,1219,são paulo,SP,-23.541670760000002,-46.64563266333334,POINT (-46.64563266333334 -23.54167076)
216,1220,sao paulo,SP,-23.544536400845054,-46.64605731929576,POINT (-46.64605731929576 -23.54453640084505)
217,1220,são paulo,SP,-23.544249061666665,-46.64583379999999,POINT (-46.64583379999999 -23.54424906166667)
218,1221,sao paulo,SP,-23.54486690298848,-46.64834045597702,POINT (-46.64834045597702 -23.54486690298848)
219,1221,são paulo,SP,-23.544873013846157,-46.647888605384615,POINT (-46.64788860538462 -23.54487301384616)
220,1222,sao paulo,SP,-23.545920990546875,-46.64934884648438,POINT (-46.64934884648438 -23.54592099054688)
221,1222,são paulo,SP,-23.546121884705887,-46.649523941764706,POINT (-46.64952394176471 -23.54612188470589)
222,1223,sao paulo,SP,-23.544083389375,-46.64870971576385,POINT (-46.64870971576385 -23.544083389375)
223,1223,são paulo,SP,-23.544122152499998,-46.64766340499999,POINT (-46.64766340499999 -23.5441221525)
224,1224,sao paulo,SP,-23.541762160137004,-46.652324952397265,POINT (-46.65232495239727 -23.541762160137)
225,1224,são paulo,SP,-23.541883337826086,-46.65304054086957,POINT (-46.65304054086957 -23.54188333782609)
226,1225,sao paulo,SP,-23.539743390000012,-46.6491339072973,POINT (-46.6491339072973 -23.53974339000001)
227,1225,são paulo,SP,-23.54004891166667,-46.64916919666667,POINT (-46.64916919666667 -23.54004891166667)
228,1226,sao paulo,SP,-23.538061606056335,-46.652740361126725,POINT (-46.65274036112672 -23.53806160605633)
229,1226,são paulo,SP,-23.537661890476187,-46.65257663809524,POINT (-46.65257663809524 -23.53766189047619)
230,1227,sao paulo,SP,-23.54602937893806,-46.658307332831846,POINT (-46.65830733283185 -23.54602937893806)
231,1227,são paulo,SP,-23.547088113636377,-46.65878136181818,POINT (-46.65878136181818 -23.54708811363638)
232,1228,sao paulo,SP,-23.545525780666665,-46.65771542407405,POINT (-46.65771542407405 -23.54552578066667)
233,1228,são paulo,SP,-23.543214847826082,-46.656997081739135,POINT (-46.65699708173914 -23.54321484782608)
234,1229,sao paulo,SP,-23.53891067262775,-46.65736268635035,POINT (-46.65736268635035 -23.53891067262775)
235,1229,são paulo,SP,-23.53883262888889,-46.65674651333333,POINT (-46.65674651333333 -23.53883262888889)
236,1230,sao paulo,SP,-23.536356310615407,-46.657107466769276,POINT (-46.65710746676928 -23.53635631061541)
237,1230,são paulo,SP,-23.536054643142858,-46.657137312571436,POINT (-46.65713731257144 -23.53605464314286)
238,1231,sao paulo,SP,-23.537120507567558,-46.65927180252251,POINT (-46.65927180252251 -23.53712050756756)
239,1231,são paulo,SP,-23.536195159600002,-46.65918525200001,POINT (-46.65918525200001 -23.5361951596)
240,1232,sao paulo,SP,-23.536566108192083,-46.65730111474576,POINT (-46.65730111474576 -23.53656610819208)
241,1232,são paulo,SP,-23.535784723157885,-46.65800776973686,POINT (-46.65800776973686 -23.53578472315789)
242,1233,sao paulo,SP,-23.536180934487184,-46.66161676256412,POINT (-46.66161676256412 -23.53618093448718)
243,1233,são paulo,SP,-23.536515866315792,-46.66186414315789,POINT (-46.66186414315789 -23.53651586631579)
244,1234,sao paulo,SP,-23.53923915619047,-46.66408401666666,POINT (-46.66408401666666 -23.53923915619047)
245,1234,são paulo,SP,-23.54140929454546,-46.664855013636355,POINT (-46.66485501363636 -23.54140929454546)
246,1235,sao paulo,SP,-23.536813726,-46.66467795449999,POINT (-46.66467795449999 -23.536813726)
247,1235,são paulo,SP,-23.5362170325,-46.664608047499996,POINT (-46.6646080475 -23.5362170325)
248,1236,sao paulo,SP,-23.54343375823529,-46.66732353470587,POINT (-46.66732353470587 -23.54343375823529)
249,1236,são paulo,SP,-23.54553019,-46.66904927,POINT (-46.66904927 -23.54553019)
250,1237,sao paulo,SP,-23.543502183333334,-46.66868542166666,POINT (-46.66868542166666 -23.54350218333333)
251,1237,são paulo,SP,-23.54243125,-46.66884135,POINT (-46.66884135 -23.54243125)
252,1238,sao paulo,SP,-23.542590665999985,-46.65428808221429,POINT (-46.65428808221429 -23.54259066599998)
253,1238,são paulo,SP,-23.542458994583342,-46.65398228000001,POINT (-46.65398228000001 -23.54245899458334)
254,1239,sao paulo,SP,-23.543207864090903,-46.63174377924237,POINT (-46.63174377924237 -23.5432078640909)
255,1239,são paulo,SP,-23.542352155000003,-46.626540950000006,POINT (-46.62654095000001 -23.542352155)
256,1240,sao paulo,SP,-23.543875846126113,-46.658371840360374,POINT (-46.65837184036037 -23.54387584612611)
257,1240,são paulo,SP,-23.543301090526313,-46.659549514736845,POINT (-46.65954951473685 -23.54330109052631)
258,1241,sao paulo,SP,-23.54545162151514,-46.65807046424243,POINT (-46.65807046424243 -23.54545162151514)
259,1241,são paulo,SP,-23.545963769090914,-46.656458562727266,POINT (-46.65645856272727 -23.54596376909091)
260,1242,sao paulo,SP,-23.54650017541667,-46.65857327083335,POINT (-46.65857327083335 -23.54650017541667)
261,1242,são paulo,SP,-23.546561125,-46.657929545,POINT (-46.657929545 -23.546561125)
262,1243,sao paulo,SP,-23.548116165517225,-46.65909955528738,POINT (-46.65909955528738 -23.54811616551723)
263,1243,são paulo,SP,-23.54816032777778,-46.66008401777778,POINT (-46.66008401777778 -23.54816032777778)
264,1244,sao paulo,SP,-23.56357023057472,-46.65926283827587,POINT (-46.65926283827587 -23.56357023057472)
265,1244,são paulo,SP,-23.551021135,-46.661964516666664,POINT (-46.66196451666666 -23.551021135)
